participant	antecedent_verb	antecedent_polarity	target	control	antecedent_frame	consequent_verb	consequent_embedded_tense	antecedent_text	consequent_text	response_likelihood	response_difficulty	sanity
22	admonish	positive	subject	object	NP V VPing	want	future	A admonished doing C.	How likely is it that A wanted to do C?	1.0	0.0	0
1	admonish	positive	subject	object	NP V VPing	want	future	A admonished doing C.	How likely is it that A wanted to do C?	0.22	0.19	0
90	advertise	negative	subject	object	NP V to NP to VP[+eventive]	want	future	A didn't advertise to B to do C.	How likely is it that A wanted B to do C?	0.22	0.29	0
90	advocate	positive	subject	object	NP V for NP to VP	believe	future	A advocated for B to do C.	How likely is it that A believed that B would do C?	0.83	0.35	0
90	affirm	positive	subject	object	NP V to NP to VP[+eventive]	believe	future	A affirmed to B to do C.	How likely is it that B believed that B would do C?	0.58	0.77	0
90	affirm	negative	subject	object	NP V VPing	intend	future	A didn't affirm doing C.	How likely is it that A intended to do C?	0.33	0.42	0
30	affirm	positive	subject	object	NP V for NP to VP	intend	future	A affirmed for B to do C.	How likely is it that A intended for B to do C?	0.91	0.06	0
55	affirm	positive	subject	object	NP V to NP to VP[+eventive]	want	future	A affirmed to B to do C.	How likely is it that B wanted to do C?	0.82	0.28	0
52	agitate	positive	subject	object	NP be V to VP[-eventive]	want	future	A was agitated to have C.	How likely is it that A wanted to have C?	0.02	0.23	0
90	alert	positive	subject	object	NP V NP to VP[+eventive]	believe	future	A alerted B to do C.	How likely is it that B believed that B would do C?	0.26	0.1	0
1	alert	positive	subject	object	NP V NP to VP[+eventive]	intend	future	A alerted B to do C.	How likely is it that B intended to do C?	0.55	0.36	0
90	amaze	negative	subject	object	NP be V to VP[+eventive]	want	future	A wasn't amazed to do C.	How likely is it that A wanted to do C?	0.08	0.08	0
95	announce	negative	subject	object	NP V to VP[-eventive]	believe	future	A didn't announce to have C.	How likely is it that A believed that A would have C?	0.45	0.74	0
1	announce	negative	subject	object	NP V to VP[-eventive]	believe	future	A didn't announce to have C.	How likely is it that A believed that A would have C?	0.27	0.25	0
95	anticipate	negative	subject	object	NP V NP to VP[-eventive]	intend	future	A didn't anticipate B to have C.	How likely is it that A intended for B to have C?	0.3	0.57	0
1	anticipate	negative	subject	object	NP V NP to VP[-eventive]	intend	future	A didn't anticipate B to have C.	How likely is it that A intended for B to have C?	0.22	0.15	0
55	appall	negative	subject	object	NP be V to VP[+eventive]	intend	future	A wasn't appalled to do C.	How likely is it that A intended to do C?	0.34	0.83	0
90	applaud	negative	subject	object	NP V NP to VP[+eventive]	want	past	A didn't applaud B to do C.	How likely is it that B wanted to have done C?	0.4	0.7	0
95	approach	positive	subject	object	NP V NP to VP[+eventive]	believe	future	A approached B to do C.	How likely is it that B believed that A would do C?	0.36	0.68	0
1	approach	positive	subject	object	NP V NP to VP[+eventive]	believe	future	A approached B to do C.	How likely is it that B believed that A would do C?	0.62	0.23	0
55	approach	positive	subject	object	NP V NP to VP[+eventive]	believe	future	A approached B to do C.	How likely is it that B believed that B would do C?	0.5	0.86	0
1	approach	negative	subject	object	NP V NP to VP[+eventive]	want	future	A didn't approach B to do C.	How likely is it that B wanted A to do C?	0.52	0.54	0
90	approve	negative	subject	object	NP V VPing	want	future	A didn't approve doing C.	How likely is it that A wanted to do C?	0.0	0.03	0
55	ascertain	positive	subject	object	NP V to VP[-eventive]	believe	future	A ascertained to have C.	How likely is it that A believed that A would have C?	0.68	0.35	0
90	ascertain	negative	subject	object	NP V to VP[-eventive]	want	future	A didn't ascertain to have C.	How likely is it that A wanted to have C?	0.4	0.83	0
22	assert	positive	subject	object	NP V to NP to VP[-eventive]	believe	future	A asserted to B to have C.	How likely is it that A believed that A would have C?	0.02	0.14	0
1	assert	positive	subject	object	NP V to NP to VP[-eventive]	believe	future	A asserted to B to have C.	How likely is it that A believed that A would have C?	0.34	0.57	0
30	assume	negative	subject	object	NP V NP to VP[-eventive]	intend	past	A didn't assume B to have C.	How likely is it that A intended for B to have had C?	0.32	0.61	0
1	assume	positive	subject	object	NP V NP to VP[-eventive]	intend	future	A assumed B to have C.	How likely is it that B intended to have C?	0.49	0.55	0
52	bargain	negative	subject	object	NP V to VP[+eventive]	believe	future	A didn't bargain to do C.	How likely is it that A believed that A would do C?	0.12	0.37	0
90	bark	negative	subject	object	NP V to NP to VP[+eventive]	intend	future	A didn't bark to B to do C.	How likely is it that A intended for B to do C?	0.34	0.31	0
30	bark	positive	subject	object	NP V for NP to VP	want	future	A barked for B to do C.	How likely is it that A wanted B to do C?	0.92	0.1	0
1	begin	negative	subject	object	NP V VPing	want	future	A didn't begin doing C.	How likely is it that A wanted to do C?	0.25	0.28	0
1	believe	positive	subject	object	NP V NP to VP[-eventive]	believe	future	A believed B to have C.	How likely is it that B believed that B would have C?	0.61	0.38	0
22	bet	negative	subject	object	NP V to VP[-eventive]	believe	future	A didn't bet to have C.	How likely is it that A believed that A would have C?	0.12	0.1	0
1	bet	negative	subject	object	NP V to VP[-eventive]	believe	future	A didn't bet to have C.	How likely is it that A believed that A would have C?	0.27	0.17	0
55	bet	negative	subject	object	NP V NP to VP[+eventive]	believe	future	A didn't bet B to do C.	How likely is it that A believed that B would do C?	0.21	0.22	0
1	bitch	positive	subject	object	NP V for NP to VP	want	future	A bitched for B to do C.	How likely is it that A wanted B to do C?	0.9	0.1	0
30	bluff	positive	subject	object	NP V VPing	believe	past	A bluffed doing C.	How likely is it that A believed that A had done C?	0.11	0.23	0
90	bother	positive	subject	object	NP V VPing	believe	future	A bothered doing C.	How likely is it that A believed that A would do C?	0.58	0.83	0
90	bother	negative	subject	object	NP V VPing	intend	future	A didn't bother doing C.	How likely is it that A intended to do C?	0.04	0.07	0
22	bother	positive	subject	object	NP V NP to VP[+eventive]	intend	future	A bothered B to do C.	How likely is it that A intended for B to do C?	0.89	0.1	0
1	bother	positive	subject	object	NP V NP to VP[+eventive]	intend	future	A bothered B to do C.	How likely is it that A intended for B to do C?	0.7	0.21	0
90	brief	negative	subject	object	NP V NP to VP[+eventive]	intend	future	A didn't brief B to do C.	How likely is it that B intended to do C?	0.77	0.6	0
30	bug	negative	subject	object	NP V NP to VP[+eventive]	intend	future	A didn't bug B to do C.	How likely is it that B intended to do C?	0.5	0.87	0
22	bullshit	positive	subject	object	NP be V to VP[+eventive]	intend	future	A was bullshitted to do C.	How likely is it that A intended to do C?	0.0	0.0	0
1	bullshit	positive	subject	object	NP be V to VP[+eventive]	intend	future	A was bullshitted to do C.	How likely is it that A intended to do C?	0.61	0.26	0
90	bully	positive	subject	object	NP V to VP[-eventive]	believe	future	A bullied to have C.	How likely is it that A believed that A would have C?	0.64	0.39	0
52	call	positive	subject	object	NP V NP to VP[+eventive]	intend	future	A called B to do C.	How likely is it that A intended for B to do C?	0.94	0.14	0
1	care	negative	subject	object	NP V to VP[+eventive]	want	future	A didn't care to do C.	How likely is it that A wanted to do C?	0.13	0.1	0
90	categorize	negative	subject	object	NP be V to VP[-eventive]	believe	future	A wasn't categorized to have C.	How likely is it that A believed that A would have C?	0.25	0.17	0
90	caution	negative	subject	object	NP V NP to VP[+eventive]	believe	future	A didn't caution B to do C.	How likely is it that B believed that B would do C?	0.9	0.25	0
90	caution	negative	subject	object	NP V NP to VP[+eventive]	intend	future	A didn't caution B to do C.	How likely is it that B intended to do C?	0.95	0.05	0
52	caution	positive	subject	object	NP V NP to VP[+eventive]	want	future	A cautioned B to do C.	How likely is it that A wanted B to do C?	0.21	0.86	0
95	certify	positive	subject	object	NP be V to VP[+eventive]	intend	future	A was certified to do C.	How likely is it that A intended to do C?	0.63	0.36	0
1	certify	positive	subject	object	NP be V to VP[+eventive]	intend	future	A was certified to do C.	How likely is it that A intended to do C?	0.85	0.14	0
90	certify	negative	subject	object	NP V VPing	want	future	A didn't certify doing C.	How likely is it that A wanted to do C?	0.58	0.87	0
90	change	negative	subject	object	NP V to VP[+eventive]	believe	future	A didn't change to do C.	How likely is it that A believed that A would do C?	0.6	0.38	0
90	chastise	negative	subject	object	NP V NP to VP[+eventive]	believe	future	A didn't chastise B to do C.	How likely is it that B believed that B would do C?	0.79	0.32	0
1	cheer	negative	subject	object	NP V NP to VP[+eventive]	intend	future	A didn't cheer B to do C.	How likely is it that B intended to do C?	0.66	0.33	0
22	cheer	positive	subject	object	NP V to VP[+eventive]	want	future	A cheered to do C.	How likely is it that A wanted to do C?	1.0	0.0	0
1	cheer	positive	subject	object	NP V to VP[+eventive]	want	future	A cheered to do C.	How likely is it that A wanted to do C?	0.79	0.15	0
1	choose	negative	subject	object	NP V to VP[+eventive]	want	future	A didn't choose to do C.	How likely is it that A wanted to do C?	0.18	0.14	0
55	claim	positive	subject	object	NP V to NP to VP[+eventive]	believe	future	A claimed to B to do C.	How likely is it that A believed that B would do C?	0.69	0.5	0
90	claim	positive	subject	object	NP V to NP to VP[+eventive]	intend	past	A claimed to B to do C.	How likely is it that B intended to have done C?	0.31	0.19	0
1	clarify	negative	subject	object	NP V VPing	believe	future	A didn't clarify doing C.	How likely is it that A believed that A would do C?	0.29	0.31	0
95	coach	positive	subject	object	NP V NP to VP[+eventive]	want	future	A coached B to do C.	How likely is it that B wanted to do C?	0.5	0.62	0
1	coach	positive	subject	object	NP V NP to VP[+eventive]	want	future	A coached B to do C.	How likely is it that B wanted to do C?	0.69	0.21	0
30	coerce	positive	subject	object	NP V NP to VP[+eventive]	believe	future	A coerced B to do C.	How likely is it that A believed that B would do C?	0.92	0.13	0
52	coerce	negative	subject	object	NP V NP to VP[+eventive]	want	future	A didn't coerce B to do C.	How likely is it that B wanted to do C?	0.87	0.43	0
52	come_around	positive	subject	object	NP V NP to VP[+eventive]	want	future	A came around B to do C.	How likely is it that A wanted B to do C?	0.22	0.65	0
95	come_out	positive	subject	object	NP V to NP to VP[+eventive]	believe	future	A came out to B to do C.	How likely is it that A believed that A would do C?	0.59	0.7	0
1	come_out	positive	subject	object	NP V to NP to VP[+eventive]	believe	future	A came out to B to do C.	How likely is it that A believed that A would do C?	0.8	0.17	0
1	come_out	positive	subject	object	NP V to NP to VP[+eventive]	intend	past	A came out to B to do C.	How likely is it that A intended to have done C?	0.6	0.32	0
22	command	negative	subject	object	NP V NP to VP[+eventive]	intend	future	A didn't command B to do C.	How likely is it that A intended for B to do C?	0.5	1.0	0
1	command	negative	subject	object	NP V NP to VP[+eventive]	intend	future	A didn't command B to do C.	How likely is it that A intended for B to do C?	0.28	0.2	0
35	command	negative	subject	object	NP V to VP[+eventive]	want	future	A didn't command to do C.	How likely is it that A wanted to do C?	0.2	0.17	0
103	command	negative	subject	object	NP V to VP[+eventive]	want	future	A didn't command to do C.	How likely is it that A wanted to do C?	0.5	1.0	0
30	command	positive	subject	object	NP V to VP[+eventive]	want	future	A commanded to do C.	How likely is it that A wanted to do C?	0.5	0.88	0
90	commend	positive	subject	object	NP be V to VP[+eventive]	intend	future	A was commended to do C.	How likely is it that A intended to do C?	0.82	0.18	0
1	commend	positive	subject	object	NP be V to VP[+eventive]	want	future	A was commended to do C.	How likely is it that A wanted to do C?	0.7	0.27	0
52	comment	positive	subject	object	NP V for NP to VP	intend	future	A commented for B to do C.	How likely is it that B intended to do C?	0.11	0.41	0
52	communicate	positive	subject	object	NP V to NP to VP[+eventive]	want	future	A communicated to B to do C.	How likely is it that A wanted B to do C?	1.0	0.21	0
22	compete	positive	subject	object	NP V to VP[+eventive]	intend	future	A competed to do C.	How likely is it that A intended to do C?	0.78	0.27	0
1	compete	positive	subject	object	NP V to VP[+eventive]	intend	future	A competed to do C.	How likely is it that A intended to do C?	0.85	0.1	0
22	concern	negative	subject	object	NP be V to VP[-eventive]	believe	future	A wasn't concerned to have C.	How likely is it that A believed that A would have C?	0.4	0.6	0
1	concern	negative	subject	object	NP be V to VP[-eventive]	believe	future	A wasn't concerned to have C.	How likely is it that A believed that A would have C?	0.65	0.26	0
30	conclude	negative	subject	object	NP V VPing	believe	future	A didn't conclude doing C.	How likely is it that A believed that A would do C?	0.64	0.59	0
90	concur	negative	subject	object	NP V to NP to VP[+eventive]	believe	future	A didn't concur to B to do C.	How likely is it that B believed that A would do C?	0.27	0.4	0
